70.2	109
89.1	109
15.2	110
29.6	110
44.5	110
59.8	110
73.1	110
87.4	110
17.8	111
35.8	111
51.3	111
67.1	111
81.5	111
13.8	112
29.8	112
42.9	112
57.1	112
70.6	112
83	112
96.6	112
16.5	113
32.7	113
46.7	113
61.5	113
76.5	113
93.1	113
12.8	114
35	114
52.7	114
70.5	114
88.1	114
13.9	115
29.8	115
44.4	115
60.4	115
75.6	115
91.6	115
15.4	116
28.9	116
44.5	116
58.2	116
75	116
89.3	116
13.5	117
27.9	117
42	117
53.4	117
67.6	117
80.9	117
93.5	117
11.6	118
25.7	118
40.3	118
62.1	118
78	118
96	118
14.7	119
31.3	119
46.1	119
60.1	119
73.2	119
88.4	119
12.4	120
26.8	120
43.8	120
59	120
72.6	120
88.7	120
14	121
27.8	121
40.2	121
54.1	121
68	121
83.4	121
97.7	121
14.9	122
29.7	122
44	122
57.8	122
69.7	122
84.8	122
97.4	122
14.8	123
34.8	123
54.2	123
75.8	123
94.6	123
11.8	124
23.4	124
36.4	124
47.9	124
59	124
73.4	124
84.5	124
97.6	124
17.8	125
34.2	125
50.2	125
63.9	125
81.8	125
97.2	125
13.5	126
30.5	126
49	126
63.2	126
79	126
94.4	126
16.3	127
32	127
48.4	127
64.7	127
80.2	127
94.4	127
11.7	128
26.7	128
44.5	128
58.2	128
75.3	128
91.1	128
12.4	129
27.2	129
38.9	129
51.8	129
64.2	129
78	129
91.3	129
21.5	130
46.4	130
67.2	130
88.1	130
17.9	131
36.5	131
52.3	131
73	131
89.1	131
15.9	132
30.2	132
45.4	132
59.9	132
75.6	132
88.8	132
13.5	133
28.2	133
49.9	133
70.8	133
86	133
98.7	133
12.6	134
29.4	134
46.1	134
62.3	134
80.4	134
97.1	134
13.3	135
28.4	135
49	135
73.8	135
92.4	135
16.5	136
32	136
46.2	136
62.1	136
76.8	136
90.8	136
16.6	137
33.5	137
52.4	137
69.5	137
85.6	137
14.3	138
27.1	138
40.9	138
58.6	138
75.6	138
93.9	138
12.9	139
26.8	139
40.8	139
55.5	139
70.2	139
82.4	139
95.4	139
14.2	140
31.5	140
47.3	140
63.3	140
78.3	140
95.6	140
18.1	141
37.4	141
56.2	141
77.2	141
92.6	141
12.9	142
34.4	142
52.1	142
73.1	142
92.4	142
13.5	143
25.4	143
38.4	143
49.7	143
61.1	143
75.7	143
89.6	143
14.1	144
25.6	144
37.6	144
49.5	144
63.6	144
77	144
88.7	144
12.8	145
30.1	145
48.9	145
67.5	145
83.8	145
12.8	146
27.7	146
39	146
52.5	146
67.2	146
80.4	146
96.5	146
12.2	147
29.9	147
44.4	147
61.5	147
78.3	147
93.6	147
12.7	148
29.8	148
43.7	148
57.3	148
71.5	148
86.7	148
14.4	149
30.2	149
43.9	149
58.1	149
75.7	149
90.7	149
11.4	150
25.9	150
38.7	150
56.5	150
72.8	150
88.8	150
11.9	151
25.2	151
43.2	151
56.8	151
72.2	151
87.9	151
13.6	152
28.2	152
43	152
58.1	152
73.7	152
90.7	152
15.9	153
28.9	153
42.1	153
55.7	153
69.9	153
83	153
94.3	153
13.2	154
29.7	154
43.7	154
58.1	154
72.9	154
87.5	154
13.5	155
34	155
59.3	155
80.4	155
13	156
27	156
40.1	156
51.8	156
65.1	156
78.6	156
91.8	156
17.5	157
33.6	157
49.5	157
64.8	157
81.8	157
98.6	157
13.5	158
27.1	158
43	158
58.1	158
75.4	158
92.2	158
14.1	159
26.5	159
39.8	159
53.4	159
67.8	159
80.8	159
96.7	159
13.8	160
28	160
41.7	160
55.6	160
67.5	160
80.2	160
94	160
14.1	161
29.2	161
42.7	161
55.8	161
70.6	161
84.6	161
96.5	161
12.9	162
40.2	162
64.9	162
84.9	162
14.2	163
24.6	163
40	163
54.1	163
66.6	163
79.9	163
92.2	163
13.5	164
30.4	164
44.6	164
63.7	164
78	164
90.6	164
13.5	165
27.4	165
43	165
54.3	165
70.9	165
84.4	165
98.5	165
14.8	166
30.5	166
45.8	166
60.4	166
75.8	166
91.2	166
12.9	167
30.1	167
44.7	167
62.3	167
75.2	167
93.4	167
12.8	168
31.2	168
47.8	168
66.8	168
86.6	168
13.7	169
28.9	169
43.2	169
56.6	169
69.5	169
80.7	169
93.8	169
13.8	170
32.9	170
53.9	170
72	170
92.4	170
14.8	171
33.6	171
53.3	171
69.3	171
83.8	171
20.7	172
39.5	172
63.9	172
85.2	172
19.3	173
40	173
60.7	173
80.8	173
98.3	173
12.3	174
30.2	174
51.5	174
69.8	174
88.1	174
13.6	175
32	175
53.8	175
71.3	175
88.3	175
22.1	176
42.1	176
56	176
74	176
98.4	176
13.6	177
27.8	177
39.7	177
52.4	177
65.2	177
77.9	177
90.8	177
13.7	178
28.2	178
43.4	178
57.6	178
72.5	178
88	178
99	178
13.5	179
31.2	179
44	179
57.7	179
71.3	179
86.3	179
13.5	180
28.8	180
42.3	180
58.3	180
72.4	180
88	180
13.2	181
33.8	181
52.2	181
66	181
80.9	181
17.1	182
33	182
48.6	182
61.9	182
75.6	182
91.3	182
13.9	183
33.2	183
52.2	183
67.4	183
83.7	183
13.5	184
28.6	184
42.4	184
54.3	184
66.8	184
78.8	184
90.8	184
13.5	185
37.3	185
57.3	185
72.4	185
88.5	185
13	186
29.1	186
47.2	186
62	186
74.5	186
89.6	186
16.6	187
33.1	187
48	187
61.6	187
78	187
91.9	187
12.1	188
27.8	188
42.9	188
63.6	188
79.1	188
95.1	188
13.2	189
29.7	189
48.4	189
64.7	189
78.8	189
92.8	189
19.1	190
39.1	190
56.5	190
78.4	190
97.2	190
12.7	191
33.2	191
54.2	191
78.1	191
94.7	191
12.8	192
27.9	192
43.4	192
59	192
75.7	192
89.5	192
14.8	193
29.5	193
44.9	193
60.9	193
75.7	193
90.2	193
21	194
39	194
54.2	194
71.9	194
89.6	194
14.4	195
28.7	195
40.8	195
55.6	195
69.7	195
82.6	195
94.4	195
15.3	196
29.7	196
45.6	196
63.2	196
79.8	196
95.2	196
12.7	197
30	197
47.8	197
62.4	197
80	197
91.6	197
13.5	198
29.7	198
42.2	198
54.3	198
70	198
87.8	198
12.5	199
33.2	199
51.3	199
67.3	199
81.9	199
97.3	199
19.3	200
37.4	200
55.4	200
74.4	200
95.2	200
15.9	201
28.2	201
45	201
62.1	201
75.7	201
88.6	201
18.1	202
33	202
48.9	202
61.2	202
75.1	202
89.9	202
18.3	203
32.9	203
50.7	203
73.2	203
89.4	203
14.5	204
27.3	204
41.7	204
56.8	204
70.5	204
84.4	204
96.9	204
17.9	205
33.7	205
52	205
67.4	205
84	205
14.1	206
30.1	206
45.9	206
61	206
76.5	206
91.8	206
14	207
28.1	207
45.2	207
60.1	207
73.2	207
87.4	207
17.3	208
33.9	208
52.6	208
73.1	208
92.1	208
14.1	209
30.1	209
47.5	209
63.1	209
79.3	209
95.5	209
11.8	210
40.5	210
63	210
97.2	210
15.4	211
28.3	211
44.6	211
58.7	211
74.1	211
88.8	211
13.8	212
28.7	212
41	212
59	212
73.6	212
91.2	212
15.5	213
31.7	213
48.8	213
64.3	213
78.3	213
95.5	213
14.2	214
32.1	214
54	214
72.2	214
88.2	214
13.2	215
30.7	215
44	215
59.4	215
73.6	215
85.5	215
97.2	215
12.7	216
29.5	216
47.7	216
62.9	216
77.4	216
92.7	216
11.9	217
26.6	217
42	217
56.6	217
72.3	217
88.1	217
14.2	218
37.4	218
58.9	218
82.4	218
12.4	219
28.7	219
45	219
59.4	219
74.9	219
91.9	219
13.8	220
26.8	220
40.4	220
53.5	220
67.1	220
80.2	220
90	220
13.5	221
32.6	221
50.1	221
67	221
83.3	221
12.7	222
27.9	222
41.1	222
54.9	222
67.4	222
79.5	222
93	222
14.6	223
29.4	223
45.9	223
63.1	223
78.1	223
92.2	223
13.3	224
29.3	224
47.4	224
61.7	224
77.6	224
96.5	224
14	225
27	225
41.1	225
55.2	225
74.7	225
91.1	225
17.5	226
31.7	226
49.3	226
63.6	226
79.3	226
97.6	226
21.2	227
38.5	227
57.4	227
73.1	227
88.9	227
13.8	228
35.1	228
52.5	228
74.8	228
89.7	228
18.4	229
36.1	229
54.3	229
70.7	229
85.5	229
16.3	230
31.8	230
47.4	230
61.5	230
77.7	230
92.2	230
12.4	231
26.1	231
38.8	231
52.9	231
65.8	231
78.8	231
91.8	231
16.6	232
33.7	232
46.4	232
63.8	232
79.7	232
92.9	232
12.8	233
29.3	233
44.4	233
64.8	233
81.4	233
96.3	233
13.5	234
27.6	234
40.8	234
54	234
67.7	234
81.5	234
96.7	234
14.3	235
28.7	235
43.1	235
59.6	235
76.7	235
94.2	235
14.6	236
32.4	236
55.1	236
72	236
92.9	236
18.4	237
31.8	237
47.1	237
64.1	237
75.7	237
92.2	237
14.2	238
34.3	238
61	238
89.8	238
13.1	239
28	239
41.6	239
57	239
76.4	239
94	239
12.9	240
28.2	240
42.3	240
55.4	240
69.9	240
85.7	240
98.8	240
10	241
24.4	241
40.3	241
52.4	241
66.8	241
82.2	241
97.8	241
14.7	242
28.7	242
47.2	242
63.7	242
78.9	242
94.8	242
13.3	243
26.5	243
39.8	243
57.4	243
72.9	243
87.1	243
14.8	244
34.2	244
51.9	244
69	244
85.8	244
12.2	245
32.4	245
48.6	245
64.3	245
81.4	245
12	246
27.9	246
43.3	246
57.1	246
74.9	246
92.3	246
13.6	247
31.7	247
43.9	247
61.9	247
79	247
93.3	247
12.5	248
28.7	248
43.4	248
58.7	248
72.1	248
87.5	248
20	249
38.3	249
59.4	249
76.4	249
91.8	249
13.9	250
30	250
46.3	250
63.8	250
78.1	250
91.8	250
11.3	251
24.7	251
36.7	251
48.4	251
62.2	251
74.7	251
88.3	251
11.2	252
37.7	252
58	252
86.7	252
18.5	253
34.5	253
53.8	253
71.7	253
90.9	253
13.3	254
31.4	254
47.5	254
65.8	254
82.1	254
19.7	255
40.7	255
59.5	255
78.1	255
13.8	256
28.7	256
44	256
58.7	256
73.6	256
87.4	256
14.8	257
29.6	257
42.7	257
56	257
70.5	257
83.1	257
14.3	258
27	258
37.1	258
49.3	258
62.6	258
75	258
86.9	258
13	259
32.1	259
48.4	259
62.6	259
79.7	259
97.1	259
14.6	260
29.6	260
45.1	260
60	260
73.4	260
88.1	260
14.8	261
32.5	261
46.3	261
63.2	261
79.4	261
95.2	261
13.7	262
33.8	262
53.2	262
74.5	262
95.3	262
14.3	263
33.4	263
49.3	263
65.6	263
83.5	263
14.9	264
29.9	264
44.1	264
57.2	264
71.7	264
88.6	264
14.3	265
29.8	265
43	265
58.4	265
77.4	265
92.3	265
15.6	266
30.4	266
47.9	266
61.3	266
75.9	266
91.4	266
14.7	267
30.2	267
46.3	267
63.5	267
78.5	267
95.1	267
13.4	268
27.6	268
42.8	268
57.8	268
72.7	268
88.3	268
13.1	269
28.6	269
43.8	269
58.9	269
74.4	269
93.7	269
11.1	270
35	270
52.4	270
70.6	270
88.4	270
12.5	271
29.4	271
46.1	271
61.1	271
75.6	271
90.3	271
12.4	272
27.1	272
39.9	272
54.5	272
67.9	272
82	272
96.8	272
13.9	273
27.7	273
42.4	273
59	273
79.3	273
99	273
20	274
38.2	274
58	274
78.3	274
14.3	275
28.5	275
43.4	275
59.1	275
76.5	275
92.9	275
16.2	276
30.2	276
43.9	276
58.5	276
71.2	276
81.8	276
94.4	276
13.6	277
32.9	277
49.7	277
68.1	277
87.5	277
13.6	278
33.3	278
50	278
64.2	278
81.5	278
98.1	278
13.4	279
28.8	279
43.6	279
58.6	279
74	279
92.3	279
13.2	280
26.3	280
37.8	280
49.2	280
62.8	280
76	280
88.7	280
12.2	281
26.5	281
40	281
53.1	281
66.6	281
81.9	281
97	281
19.9	282
39.7	282
62	282
80.5	282
97.1	282
12.2	283
35.6	283
56.1	283
74.2	283
90.4	283
14.3	284
27.8	284
47.5	284
65	284
82.2	284
96.9	284
16.4	285
30.3	285
43.2	285
62.2	285
75.7	285
89.1	285
13.1	286
37.1	286
59.2	286
77.6	286
97.3	286
12.9	287
28.5	287
43.4	287
56.3	287
69.2	287
81.4	287
97	287
13.2	288
27.9	288
44.4	288
55.3	288
70.8	288
85.6	288
99	288
13.4	289
29.3	289
50.4	289
65.9	289
82.7	289
12.1	290
26.4	290
42	290
58	290
73	290
86.8	290
13.5	291
29.4	291
42.2	291
55	291
68.6	291
80.1	291
93.3	291
13.9	292
26	292
38.7	292
53.4	292
68.5	292
81.7	292
95.8	292
16.3	293
39.6	293
58.9	293
76.5	293
93.9	293
15.5	294
35.1	294
66.5	294
85.9	294
13.7	295
32.1	295
51.4	295
70.2	295
87.4	295
14.3	296
28.2	296
41.9	296
57.7	296
70.8	296
82.6	296
96.9	296
14.1	297
26.6	297
41.4	297
55.7	297
70.1	297
86	297
98.7	297
14.6	298
30.8	298
49.2	298
68.1	298
84.8	298
16.2	299
34	299
51.1	299
65	299
85.3	299
12.4	300
26.1	300
40.3	300
55.1	300
69.4	300
86.2	300
14.9	301
30.9	301
46.9	301
64.3	301
82.2	301
12.8	302
41.4	302
68.4	302
95.6	302
13.2	303
28	303
39.9	303
52.6	303
64.6	303
79.1	303
92.1	303
13.1	304
27	304
40.2	304
53.6	304
66.2	304
79.2	304
91.3	304
19.7	305
33.4	305
46.9	305
61.3	305
76.6	305
93.6	305
14.6	306
29.9	306
45.3	306
62.3	306
77.8	306
96.1	306
12.4	307
25.9	307
40.3	307
56.9	307
71.9	307
87.5	307
11.4	308
28.9	308
46.3	308
62.5	308
78.9	308
89.7	308
15.5	309
30	309
47.7	309
63.1	309
78	309
92.4	309
12.3	310
28.7	310
50.2	310
70.4	310
90.7	310
14.2	311
26.1	311
41.7	311
54.2	311
67.3	311
78.1	311
91.2	311
13.2	312
30.5	312
48.9	312
66.2	312
82.4	312
96.1	312
13.1	313
27	313
40.6	313
56.5	313
70	313
84.6	313
98.7	313
11.6	314
32.1	314
50.7	314
69.2	314
85	314
13.5	315
27.7	315
41.7	315
56.5	315
74.6	315
90.5	315
12.6	316
28.6	316
44.2	316
58.5	316
72.6	316
87.8	316
13.5	317
34.9	317
53	317
71.3	317
87.2	317
13.6	318
30.4	318
47.4	318
67.8	318
90	318
21.5	319
39.6	319
55.9	319
78	319
97.5	319
14.5	320
29.3	320
44	320
59	320
74	320
87.6	320
13.8	321
32.4	321
46.4	321
61	321
77.5	321
94.6	321
14.5	322
32.9	322
50.4	322
70	322
87.2	322
14.3	323
29.1	323
42.9	323
59.9	323
74.6	323
93.6	323
12	324
30.3	324
45.5	324
61.3	324
82.2	324
98.6	324
22	325
41.2	325
59.3	325
79.2	325
11.5	326
26.5	326
41.3	326
59.2	326
75.3	326
94.5	326
13.1	327
31.9	327
48.1	327
63.5	327
80.9	327
96.4	327
15.8	328
30.5	328
45.8	328
59.6	328
75.7	328
92.3	328
12.4	329
28.2	329
43.2	329
62.1	329
76.8	329
93.9	329
11.6	330
27.6	330
42.7	330
58.5	330
73.8	330
88.6	330
13.1	331
25.5	331
39.5	331
52.1	331
66.1	331
78.2	331
91.2	331
13	332
31.3	332
45.8	332
61.6	332
79.2	332
96.6	332
20	333
37.5	333
53.1	333
73.3	333
92.2	333
11.5	334
33.4	334
50.4	334
67.7	334
85.1	334
13.6	335
30	335
45.5	335
60.9	335
75.7	335
89.8	335
16.4	336
29.6	336
44.9	336
58.2	336
76.3	336
88.5	336
14.1	337
30.1	337
46.9	337
62.9	337
78	337
92.3	337
11.9	338
27.1	338
47.7	338
65.1	338
78.8	338
93.6	338
13.6	339
29.6	339
43	339
58.4	339
74.7	339
87.5	339
13.3	340
27.5	340
42.2	340
57.3	340
71.8	340
87.8	340
14.5	341
28.4	341
40.2	341
55.9	341
68.9	341
82.4	341
96.2	341
14.1	342
28.1	342
40.8	342
55.9	342
75.6	342
93	342
12.9	343
28.7	343
47.3	343
62.8	343
76.9	343
90.9	343
13.7	344
29.7	344
47.5	344
64.7	344
83.2	344
12.4	345
27.1	345
41.5	345
56.9	345
78.2	345
93.1	345
13.1	346
31.7	346
51.9	346
72.6	346
92.3	346
12	347
28.5	347
45	347
58.9	347
74.4	347
90.9	347
12.6	348
34.3	348
49	348
71.4	348
91.4	348
13.5	349
28	349
43.4	349
57.4	349
72.9	349
92.3	349
14.2	350
29.2	350
44.8	350
64.5	350
81.5	350
97	350
13.8	351
29.2	351
42.7	351
57.8	351
71.2	351
84.9	351
96.2	351
16.3	352
30	352
40.9	352
51.5	352
63.8	352
77.3	352
89.9	352
22.1	353
42.2	353
59.5	353
74.1	353
13.8	354
28.4	354
40.8	354
53.4	354
66.8	354
80.6	354
92.9	354
12.6	355
26.4	355
40.1	355
52.7	355
65.8	355
79.8	355
94	355
14.4	356
28.2	356
40.3	356
54.7	356
66.9	356
79.1	356
91	356
13.6	357
28.5	357
46.6	357
60.9	357
77.6	357
94.4	357
13	358
30.3	358
46	358
61.5	358
77.7	358
92.8	358
14	359
28.8	359
43.1	359
61.1	359
76	359
89.7	359
13.5	360
32.1	360
46.7	360
64.1	360
82.2	360
98.6	360
13.1	361
28.3	361
42.2	361
54.8	361
69.4	361
83.8	361
99	361
14.7	362
29.2	362
40.5	362
52.3	362
63.6	362
77.7	362
90.8	362
15.3	363
30	363
45.4	363
61.5	363
80.2	363
96.6	363
11.6	364
26.7	364
40.8	364
54.1	364
70.7	364
85.9	364
12.2	365
25	365
40.1	365
56.5	365
68.4	365
82	365
94.9	365
15	366
27.2	366
46.2	366
61.1	366
75.6	366
88.2	366
15.1	367
29.4	367
47.3	367
70.2	367
89.7	367
13.3	368
28.6	368
40.9	368
55.7	368
72.1	368
85.5	368
11.9	369
26	369
41	369
56.6	369
72.8	369
87.9	369
13.5	370
23.9	370
38.6	370
49.1	370
62.1	370
75.2	370
88.4	370
12.7	371
39.3	371
66	371
84.7	371
12	372
32.3	372
50.1	372
66.4	372
88.3	372
13.4	373
33.4	373
49.3	373
65.6	373
90.1	373
13.9	374
29	374
39.6	374
55.5	374
68.2	374
81.2	374
95	374
13.3	375
35.9	375
54	375
72.8	375
90.5	375
13.7	376
28.8	376
45.1	376
58.1	376
75.6	376
90.1	376
12.9	377
31.2	377
48.4	377
67.8	377
85.8	377
13.9	378
30.7	378
45.3	378
60.3	378
73.4	378
88.8	378
13.2	379
25.2	379
39.2	379
53.6	379
68.4	379
81.1	379
95	379
14.1	380
30.2	380
43.6	380
56.9	380
71.6	380
86.7	380
13.1	381
28.2	381
41.6	381
55.2	381
70.3	381
85.4	381
13.3	382
28.7	382
45.2	382
64.4	382
80.4	382
95.7	382
11.8	383
34.5	383
49	383
65.8	383
87.4	383
12.3	384
26.2	384
43.4	384
58.2	384
73.2	384
90.7	384
14.8	385
28.1	385
42.4	385
56.5	385
71.3	385
85.6	385
98.7	385
17.8	386
35.5	386
53.2	386
71	386
86.7	386
14	387
31.2	387
48.7	387
66.3	387
80.8	387
98	387
13.9	388
30	388
47.4	388
63.9	388
80.8	388
95.8	388
13.1	389
35.1	389
55	389
71.3	389
88.7	389
13.4	390
28.8	390
43.3	390
59	390
73.3	390
85.9	390
17.5	391
30.2	391
45.4	391
62.4	391
78.4	391
93.3	391
13.6	392
27.2	392
42.4	392
57.9	392
73	392
87.7	392
15.2	393
34.5	393
54.1	393
71.5	393
89.9	393
17.8	394
34.4	394
50.7	394
66	394
83.6	394
13	395
28.1	395
41.1	395
54.5	395
68.5	395
78.9	395
91.6	395
13.4	396
28.7	396
40.9	396
55	396
72.4	396
90.1	396
13.3	397
36.9	397
54.7	397
72.6	397
96	397
13.4	398
27.7	398
45.2	398
59.3	398
75.5	398
89.9	398
14.1	399
30.7	399
47.3	399
63.6	399
78.6	399
93.4	399
12.5	400
32.5	400
48.3	400
64.5	400
80.9	400
95.2	400
13.5	401
34.3	401
55.1	401
79.2	401
97.6	401
13.6	402
34.2	402
49.5	402
65.4	402
80.3	402
98	402
19.1	403
37.3	403
55.7	403
80.3	403
95.1	403
19.1	404
32.7	404
46.7	404
64.5	404
78.2	404
95.6	404
14.9	405
28.6	405
42.5	405
55.9	405
68	405
83.6	405
96.4	405
12.5	406
25.6	406
38.6	406
52.8	406
66.2	406
79.6	406
93	406
13.5	407
28.4	407
39.6	407
51.5	407
62.9	407
76.9	407
90.7	407
16.2	408
28.7	408
41.9	408
55.5	408
70.8	408
84	408
98.8	408
13.5	409
27.4	409
37.9	409
53	409
66.8	409
81.5	409
97	409
13.9	410
26.6	410
38.7	410
54.4	410
67.4	410
81.7	410
95.9	410
13.1	411
30.7	411
53	411
72.2	411
92.7	411
15.9	412
